,Country,EdLevel,YearsCodePro,Employment,Salary,UndergradMajor
48789,14,0,6.0,0,1680.0,9
10080,23,0,0.5,0,54797.0,6
16002,14,2,3.0,0,18191.0,5
53654,36,0,20.0,0,120000.0,6
8075,6,1,3.0,0,58781.0,6
16341,23,2,3.0,0,21996.0,6
33820,36,1,2.0,1,32400.0,6
3638,36,1,22.0,0,160000.0,6
47375,21,0,6.0,0,76668.0,6
51411,14,0,1.0,0,9787.0,6
42639,10,2,10.0,0,91660.0,0
66791,35,2,10.0,0,113748.0,6
14183,13,1,5.0,0,21648.0,6
56658,36,2,4.0,0,150000.0,3
39045,13,2,9.0,0,19488.0,6
32091,35,3,27.0,2,52339.0,3
12007,23,1,0.5,1,9624.0,6
50262,33,2,5.0,0,23664.0,6
18324,14,0,10.0,0,39180.0,6
57176,36,0,2.0,0,80300.0,6
59798,16,0,4.0,0,61616.0,6
40662,11,2,5.0,0,91660.0,6
56393,14,0,3.0,0,8377.0,6
57907,23,0,9.0,0,103272.0,6
8281,35,0,7.0,2,99444.0,6
31375,0,2,7.0,2,130000.0,9
68125,15,2,12.0,0,19956.0,6
68556,35,0,10.0,0,161574.0,9
42345,14,0,4.0,0,5040.0,6
21935,10,2,1.0,0,37810.0,5
49825,13,1,4.0,0,20016.0,4
1572,36,0,2.0,0,37000.0,3
31296,10,2,1.0,0,43538.0,6
41345,6,1,5.0,0,45803.0,6
18542,36,0,2.0,0,80000.0,5
64696,6,2,4.0,0,79413.0,6
19719,23,0,3.0,0,24132.0,6
69907,14,0,0.5,0,11052.0,6
68208,34,2,21.0,0,18600.0,6
57278,23,0,13.0,0,90804.0,6
14951,23,1,2.0,0,22550.0,9
36002,23,1,7.0,0,60000.0,6
63476,18,0,6.0,0,23352.0,10
4305,6,0,22.0,0,83972.0,6
61176,17,0,15.0,0,115572.0,6
61089,36,1,17.0,0,170000.0,5
22249,23,0,10.0,0,14400.0,6
49384,11,0,7.0,0,91883.0,9
42554,9,0,1.0,0,30252.0,9
12358,14,0,12.0,0,21689.0,6
3150,31,0,10.0,2,26508.0,0
27658,11,3,8.0,0,41244.0,3
61421,18,0,8.0,0,46482.0,6
9961,1,0,2.0,0,54397.0,9
11086,23,0,26.0,0,21126.0,6
18151,27,2,6.0,0,13752.0,6
62123,31,0,23.0,0,51552.0,6
53503,36,2,3.0,0,115000.0,6
64185,8,2,8.0,1,62520.0,6
25232,11,0,5.0,1,21996.0,6
4193,36,0,5.0,0,88000.0,6
69558,1,0,9.0,0,76831.0,9
35412,23,2,4.0,0,31620.0,6
930,36,0,6.0,0,61000.0,6
36847,14,0,1.0,0,3696.0,6
32105,36,0,0.5,0,100000.0,6
41557,10,2,10.0,2,100061.0,6
13367,28,0,5.0,1,8244.0,6
9724,12,2,3.0,0,11004.0,6
24148,34,0,2.0,0,36000.0,4
6070,36,1,6.0,0,84000.0,10
62581,20,2,11.0,0,80555.0,5
33897,30,1,24.0,0,123741.0,6
16912,36,0,2.0,0,70000.0,0
45792,25,2,6.0,0,36444.0,6
60363,36,0,5.0,0,120000.0,6
33816,6,0,21.0,0,90079.0,6
33153,23,2,7.0,0,41244.0,6
28764,14,2,3.0,0,5376.0,6
40481,35,0,7.0,2,39254.0,2
39234,1,1,25.0,2,87036.0,9
31178,23,2,14.0,0,24000.0,6
35992,36,2,2.0,0,88000.0,3
54876,22,2,15.0,0,73369.0,6
39468,7,2,15.0,0,53460.0,6
9055,36,0,5.0,0,212000.0,6
52554,4,0,4.0,0,32988.0,6
69273,35,2,8.0,0,129259.0,6
59534,23,0,1.0,0,8484.0,6
39638,36,0,3.0,0,200000.0,6
41879,11,0,5.0,0,51559.0,6
17627,35,0,12.0,0,65424.0,6
63687,36,0,10.0,0,100000.0,5
27755,22,1,5.0,0,66357.0,6
20847,3,0,21.0,2,71600.0,6
58540,18,3,28.0,2,48644.0,6
57837,35,2,10.0,0,80141.0,6
28956,36,0,9.0,0,150000.0,6
22909,10,0,11.0,0,45830.0,6
66396,19,0,4.0,0,21546.0,5
31466,19,0,31.0,0,34548.0,6
30393,7,2,9.0,2,53460.0,5
11793,3,2,10.0,0,68745.0,6
45847,33,2,15.0,0,19728.0,6
68218,10,2,2.0,0,35672.0,6
19922,24,0,1.0,0,4332.0,10
19161,29,0,3.0,0,27024.0,0
41026,36,0,8.0,0,130000.0,6
265,14,0,1.0,0,7276.0,6
3154,10,2,4.0,0,49267.0,6
647,36,0,10.0,2,80000.0,6
41097,36,0,6.0,0,78814.0,6
17176,26,0,8.0,0,19800.0,6
64504,4,2,12.0,0,19236.0,9
65432,35,0,8.0,0,47826.0,6
30045,28,2,7.0,0,20172.0,6
24057,36,0,16.0,0,157000.0,5
14593,11,1,4.0,0,51559.0,6
64655,14,0,3.0,0,4104.0,6
63930,30,2,3.0,0,41077.0,9
48261,16,0,5.0,0,48644.0,6
49675,23,2,2.0,0,3480.0,6
22410,4,0,8.0,0,11472.0,10
38486,36,0,2.0,0,180000.0,6
54435,22,2,15.0,0,80922.0,6
65869,6,0,3.0,0,67312.0,6
21247,36,0,4.0,0,200000.0,6
32540,35,0,12.0,2,32712.0,5
6549,26,1,1.0,0,11004.0,6
66366,36,0,0.5,0,48000.0,3
43962,36,0,38.0,0,170000.0,6
41469,14,0,1.0,0,4897.0,5
45764,36,2,17.0,0,120000.0,6
13557,35,0,15.0,0,82434.0,5
63614,14,2,10.0,0,55847.0,5
54871,11,2,4.0,0,56424.0,6
34339,20,0,5.0,0,52557.0,6
7976,1,0,4.0,0,79058.0,6
25606,23,1,3.0,2,30252.0,6
67370,36,1,25.0,0,135000.0,6
37728,9,2,22.0,2,137490.0,6
10656,23,0,2.0,0,9180.0,9
5931,8,2,20.0,2,202560.0,6
38971,30,2,20.0,2,22915.0,5
27104,36,0,5.0,0,168000.0,2
7153,35,0,6.0,0,71966.0,3
54108,23,2,14.0,2,66216.0,4
5815,11,2,15.0,0,61872.0,6
8468,14,2,18.0,0,26868.0,6
8227,23,0,12.0,0,32976.0,6
28025,12,2,14.0,0,91660.0,6
23994,21,2,20.0,0,103450.0,6
35826,36,2,8.0,0,125000.0,6
21998,10,0,3.0,0,19932.0,10
35044,35,2,25.0,0,68041.0,6
66382,36,0,6.0,0,120000.0,6
52451,4,1,4.0,0,17316.0,9
4077,14,2,4.0,0,6437.0,6
29726,23,2,3.0,0,13176.0,6
45218,6,0,2.0,0,49160.0,6
19451,7,2,12.0,0,43836.0,6
51777,11,1,3.0,2,59454.0,6
13247,23,0,8.0,0,19248.0,6
62644,11,0,7.0,0,45396.0,6
69037,6,2,38.0,0,75631.0,6
8604,14,2,6.0,0,25187.0,6
70053,16,0,4.0,0,71345.0,6
1944,36,0,19.0,0,125000.0,9
30526,36,0,5.0,0,82000.0,6
14446,35,0,28.0,0,78508.0,6
36515,11,2,12.0,2,137484.0,6
3151,23,0,2.0,0,5736.0,8
60581,36,2,0.5,0,90000.0,6
62304,31,0,8.0,0,36816.0,6
35789,14,0,1.0,0,1608.0,6
23520,5,1,1.0,0,10536.0,6
10414,14,2,5.0,0,10495.0,6
71067,36,2,4.0,0,78000.0,6
11583,14,2,4.0,0,8904.0,6
25693,36,0,15.0,0,150000.0,9
42128,11,0,1.0,0,64162.0,9
30119,36,0,12.0,0,230000.0,6
37966,10,0,14.0,0,48121.0,6
38528,36,0,8.0,0,73000.0,10
42479,36,0,3.0,0,60000.0,0
30560,23,0,2.0,0,42744.0,1
28649,9,1,23.0,0,119158.0,6
63163,14,0,3.0,0,1396.0,5
30671,36,1,10.0,0,65000.0,6
26166,36,0,3.0,0,115000.0,6
27029,20,2,14.0,1,61872.0,6
44230,36,0,9.0,0,150000.0,4
26342,8,2,26.0,0,121536.0,6
41923,36,0,2.0,0,70000.0,6
12498,14,0,2.0,0,235080.0,6
67754,23,1,2.0,0,16092.0,6
3445,36,0,22.0,0,117000.0,6
36293,14,1,36.0,0,145060.0,6
7892,17,1,5.0,0,82476.0,5
56929,26,2,3.0,0,29186.0,5
65040,36,0,2.0,0,120000.0,5
61464,10,1,1.0,2,12972.0,6
53374,35,2,20.0,0,168050.0,4
24880,17,1,6.0,0,49488.0,6
16386,15,0,12.0,0,42750.0,6
15291,25,0,2.0,1,16032.0,9
7162,35,0,2.0,1,21984.0,6
36124,36,0,6.0,2,125000.0,9
48532,14,0,2.0,0,10946.0,5
55370,22,0,2.0,0,67974.0,6
20844,36,0,1.0,0,52000.0,3
14360,6,3,6.0,0,76339.0,5
32122,11,1,3.0,1,13200.0,6
29879,15,0,1.0,0,10692.0,6
34308,25,2,10.0,0,48096.0,6
67553,6,0,3.0,0,49160.0,6
15012,23,0,3.0,0,7824.0,9
1039,10,2,3.0,0,91660.0,9
64851,35,2,4.0,0,90482.0,3
53415,12,2,9.0,0,70264.0,3
60215,36,1,9.0,0,110000.0,10
779,25,2,10.0,0,44892.0,6
52804,4,0,11.0,0,27492.0,9
37658,18,0,20.0,0,38955.0,9
25233,4,0,3.0,0,27319.0,6
35768,23,0,2.0,0,4584.0,6
19953,20,0,8.0,0,46332.0,6
17542,14,0,12.0,0,32183.0,6
16986,20,1,13.0,0,41244.0,2
16974,36,0,4.0,0,105000.0,6
44998,36,0,15.0,0,150000.0,6
63995,36,0,3.0,0,51000.0,4
36743,8,1,4.0,0,55248.0,8
54230,1,0,3.0,0,33400.0,6
67269,17,0,3.0,0,66540.0,6
16271,6,0,13.0,0,68705.0,6
60169,36,0,10.0,0,72000.0,6
12106,23,1,5.0,0,1920.0,3
48018,10,2,5.0,0,69183.0,9
35698,36,0,3.0,0,100000.0,6
4347,4,0,7.0,0,19668.0,6
47760,23,0,6.0,0,37620.0,9
61815,24,0,2.0,0,12000.0,6
24049,14,0,6.0,0,12733.0,9
46208,36,0,12.0,0,175000.0,6
3001,35,2,15.0,0,127576.0,6
21769,36,2,10.0,0,145000.0,6
14098,36,2,15.0,0,139000.0,6
38442,36,0,5.0,0,76000.0,2
44672,36,0,5.0,0,64000.0,7
13752,7,3,8.0,0,21192.0,6
28272,36,0,8.0,0,110096.0,6
24861,18,0,14.0,0,36664.0,6
42085,11,0,0.5,0,42393.0,6
37746,30,0,4.0,0,40101.0,6
67907,14,0,3.0,0,6696.0,5
68419,33,0,3.0,0,23833.0,6
22001,9,1,26.0,0,61870.0,6
43664,35,0,2.0,0,23267.0,9
32110,6,2,6.0,0,106874.0,3
65896,36,0,0.5,2,20000.0,6
41725,23,0,5.0,0,12804.0,9
70984,36,2,5.0,0,97500.0,6
62277,36,0,18.0,0,125000.0,6
40511,36,0,3.0,0,120000.0,2
18713,11,2,1.0,0,43992.0,6
71136,28,0,5.0,0,32088.0,6
58564,10,1,2.0,0,43239.0,6
27479,36,0,10.0,0,98500.0,6
57143,5,2,15.0,0,19896.0,6
40877,14,0,2.0,0,8116.0,6
17642,32,0,15.0,1,100463.0,6
70478,28,0,11.0,0,20760.0,6
43736,36,0,12.0,0,107000.0,6
36228,23,2,11.0,2,28464.0,6
7759,23,1,11.0,0,60000.0,6
13659,36,0,2.0,0,85000.0,5
41124,23,2,8.0,0,25309.0,6
64976,36,1,16.0,2,62000.0,2
36379,25,0,5.0,2,67332.0,6
38781,25,2,4.0,0,38472.0,6
8675,4,0,21.0,0,19992.0,10
50105,35,0,20.0,0,67215.0,6
57674,19,2,18.0,0,25860.0,5
28353,22,0,5.0,0,77140.0,6
58698,1,0,5.0,0,90193.0,6
24764,35,0,18.0,0,132810.0,9
59232,3,2,0.5,0,23208.0,6
9499,35,0,11.0,0,45142.0,6
61238,36,2,25.0,0,120000.0,5
34661,14,2,4.0,0,27986.0,6
27507,6,0,12.0,0,125959.0,6
11250,35,1,5.0,0,58881.0,10
7237,2,1,3.0,1,18012.0,6
67400,36,2,4.0,0,125000.0,9
63196,23,0,8.0,0,87231.0,2
852,14,0,4.0,0,20989.0,6
63764,36,0,12.0,0,120000.0,9
9523,19,3,1.0,0,11304.0,0
45473,20,0,5.0,0,70264.0,6
53576,36,0,38.0,0,200000.0,5
67333,36,0,0.5,2,52000.0,6
67582,6,1,8.0,0,75631.0,5
24167,36,0,1.0,0,37000.0,6
69691,33,2,6.0,0,10848.0,6
28059,14,0,1.0,2,1680.0,5
34513,14,2,2.0,0,2519.0,10
70462,36,0,15.0,2,110000.0,6
26294,36,0,3.0,0,80000.0,6
66747,6,0,4.0,0,68068.0,6
9462,36,0,3.0,0,105000.0,0
33354,6,1,0.5,0,32826.0,10
44848,36,2,20.0,0,100000.0,6
44278,15,2,8.0,0,28500.0,6
27098,22,0,2.0,0,32700.0,6
47398,10,3,20.0,0,32424.0,5
19893,11,2,13.0,0,74474.0,3
1364,14,2,4.0,0,6000.0,9
13757,14,0,3.0,0,4704.0,3
15725,36,0,13.0,0,130000.0,6
30631,35,0,16.0,0,68041.0,3
14200,36,0,6.0,0,121000.0,6
2351,35,0,20.0,2,163550.0,6
53369,36,0,2.0,0,100000.0,6
18023,1,0,10.0,0,61650.0,6
39947,35,1,18.0,0,65424.0,0
45947,6,0,20.0,0,40085.0,6
25329,14,0,2.0,0,4536.0,6
40520,4,0,2.0,0,11472.0,6
3835,36,0,11.0,0,85000.0,6
31287,23,2,6.0,0,32460.0,6
42166,6,1,0.5,0,30535.0,6
16936,28,0,6.0,0,21996.0,9
57739,23,0,13.0,2,66000.0,6
17292,23,1,7.0,0,36924.0,6
48294,2,2,4.0,2,73507.0,9
33918,36,2,4.0,0,60000.0,6
56500,6,0,31.0,0,70337.0,6
38291,36,2,20.0,0,135000.0,6
29542,35,2,20.0,0,88976.0,6
68643,23,0,3.0,0,24228.0,6
2582,36,0,0.5,0,50000.0,6
35874,32,0,6.0,0,80371.0,6
59803,36,0,0.5,0,75000.0,6
20985,36,0,2.0,0,70000.0,5
43099,36,0,10.0,0,94000.0,6
11524,36,0,5.0,0,70000.0,9
29537,35,1,0.5,0,25123.0,6
38364,36,0,0.5,0,62000.0,6
68252,31,2,1.0,0,34116.0,3
12800,21,3,8.0,0,65521.0,5
45888,36,1,8.0,0,38400.0,6
9059,36,2,10.0,0,130000.0,6
14009,3,2,13.0,0,31620.0,6
25326,20,2,20.0,0,67828.0,5
18797,36,1,37.0,0,75000.0,9
26303,36,0,8.0,0,106509.0,6
42373,6,2,5.0,0,64888.0,5
29366,18,3,1.0,0,82488.0,6
23939,36,1,4.0,0,58000.0,9
56433,35,1,16.0,2,64630.0,6
54003,10,2,5.0,0,56211.0,5
24545,14,0,0.5,0,3024.0,6
42938,11,0,5.0,0,99680.0,6
18416,26,2,1.0,0,23243.0,6
19916,34,2,12.0,0,21204.0,9
20367,28,3,3.0,0,16500.0,6
14113,25,0,1.0,1,10908.0,6
14042,20,0,6.0,0,53850.0,5
13793,29,0,5.0,0,18012.0,8
26818,27,1,3.0,1,11568.0,6
28416,22,2,20.0,0,118495.0,6
59224,23,2,15.0,2,43200.0,5
22038,18,1,6.0,0,37810.0,6
28449,11,2,3.0,2,80202.0,3
38753,31,0,8.0,0,53028.0,6
9687,28,2,5.0,0,27504.0,0
38380,10,2,23.0,0,91620.0,6
49672,34,0,1.0,0,12240.0,9
54378,11,2,2.0,0,64859.0,3
4749,7,2,3.0,0,24588.0,4
61032,10,2,4.0,0,41076.0,6
37399,14,2,4.0,0,11194.0,6
63282,23,3,8.0,2,2460.0,10
30586,6,1,10.0,0,46566.0,9
20911,14,0,0.5,0,10495.0,6
12808,23,1,4.0,0,5736.0,6
57088,36,1,7.0,0,107000.0,6
24484,36,0,3.0,0,120000.0,6
18266,36,1,2.0,0,51550.0,6
55074,23,0,2.0,0,14652.0,3
70699,11,2,7.0,0,102693.0,2
36692,14,0,2.0,0,3696.0,6
48642,3,0,4.0,0,45396.0,6
32631,23,0,9.0,0,16620.0,6
45754,16,0,10.0,2,12972.0,6
30308,6,0,12.0,0,152677.0,6
38030,36,0,3.0,0,154000.0,3
71124,29,0,3.0,0,5604.0,6
45533,36,0,6.0,0,89000.0,6
2115,6,1,7.0,0,76339.0,6
32656,23,2,1.0,0,38496.0,6
53765,4,1,1.0,0,6048.0,9
24391,6,1,2.0,0,33589.0,9
39872,23,2,30.0,0,56400.0,10
38202,36,0,8.0,1,60000.0,6
22806,35,0,2.0,2,170101.0,5
68545,10,1,14.0,0,64859.0,6
32473,23,1,2.0,0,63996.0,10
26364,36,0,7.0,0,120000.0,6
10020,14,2,7.0,0,27986.0,9
8841,23,0,4.0,0,14340.0,0
34371,23,0,8.0,0,21816.0,6
10674,36,0,11.0,0,115000.0,5
21749,36,3,11.0,0,120000.0,6
30517,33,0,10.0,0,44580.0,6
32482,36,2,15.0,0,20625.0,6
33696,36,0,6.0,0,45000.0,6
16229,23,1,1.0,0,6300.0,9
36615,14,0,9.0,2,22388.0,6
65968,34,0,2.0,0,12240.0,6
27037,21,1,8.0,0,75867.0,9
43690,6,0,26.0,0,71850.0,6
20632,36,0,4.0,0,92000.0,9
54331,23,1,4.0,0,27025.0,6
63086,19,1,6.0,0,18096.0,6
34205,35,0,3.0,0,47105.0,6
40350,36,0,8.0,0,92000.0,6
17554,20,2,8.0,2,166134.0,5
4363,5,0,10.0,0,32292.0,6
27427,18,0,9.0,0,43538.0,6
62835,6,1,9.0,0,62018.0,6
64957,36,0,3.0,0,120000.0,6
52598,11,0,2.0,0,48644.0,6
6311,36,0,8.0,0,110000.0,4
39858,11,2,18.0,0,85931.0,6
43519,36,0,3.0,0,130000.0,6
54968,30,0,11.0,0,48644.0,6
2997,25,2,0.5,1,5136.0,6
45441,36,0,42.0,2,150000.0,6
12681,36,2,3.0,1,18000.0,5
39335,36,0,10.0,0,200000.0,5
17768,23,0,15.0,0,182657.0,6
14595,11,2,9.0,0,69891.0,6
8357,14,2,10.0,0,27986.0,9
23943,36,2,5.0,0,57000.0,10
35152,6,2,5.0,0,66414.0,9
33112,36,1,15.0,0,95000.0,6
58658,21,0,2.0,0,51112.0,6
44448,36,1,11.0,0,90000.0,6
18177,14,2,8.0,0,62968.0,5
5125,14,0,1.0,0,6717.0,6
24153,36,0,10.0,0,160000.0,6
50647,23,0,11.0,0,18456.0,9
22498,26,2,9.0,0,45830.0,9
42970,36,0,2.0,0,110000.0,5
48409,25,0,8.0,0,55687.0,6
40454,36,0,6.0,0,87420.0,6
6373,11,1,7.0,0,54996.0,6
53258,36,0,15.0,0,130000.0,6
59610,8,2,4.0,0,62524.0,6
25915,36,2,2.0,0,150000.0,6
10821,20,1,11.0,0,75624.0,5
38899,14,0,4.0,0,8396.0,6
47170,14,0,5.0,0,7728.0,6
13958,20,0,5.0,0,50321.0,6
24038,36,0,6.0,0,70000.0,6
62666,31,0,12.0,0,53880.0,9
22871,14,0,2.0,2,4198.0,6
14912,4,0,9.0,0,38247.0,9
23176,12,0,1.0,0,5496.0,6
23310,18,2,13.0,0,45830.0,6
38473,6,0,4.0,0,78629.0,6
54298,23,2,7.0,0,20424.0,6
37838,25,2,0.5,0,16032.0,2
67421,36,0,1.0,0,60000.0,6
65072,36,2,5.0,0,136000.0,6
29216,23,0,10.0,2,60000.0,6
7635,14,2,5.0,2,11748.0,6
65204,8,2,4.0,2,26052.0,6
24948,10,2,0.5,0,66000.0,6
28125,6,0,11.0,0,90079.0,6
14477,11,2,20.0,2,41244.0,5
26083,13,2,6.0,0,19056.0,3
62328,36,0,6.0,0,110000.0,6
22896,4,0,2.0,0,8196.0,8
63880,33,1,5.0,0,164365.0,6
12081,36,0,3.0,0,50000.0,3
54574,25,1,21.0,2,42528.0,6
37205,14,0,3.0,0,10495.0,5
36872,36,0,2.0,0,90000.0,9
26413,36,1,16.0,0,136500.0,8
44382,36,2,5.0,0,75000.0,3
64810,21,0,0.5,0,33862.0,6
21597,36,1,3.0,0,200000.0,4
25182,4,0,1.0,0,14748.0,6
25725,25,0,10.0,0,56112.0,5
62110,33,0,2.0,0,19724.0,6
36251,31,0,0.5,0,42420.0,9
61690,36,2,29.0,0,150000.0,5
45400,36,0,8.0,0,150000.0,3
71040,14,0,3.0,0,6696.0,5
12216,36,0,6.0,0,52800.0,6
31497,23,0,4.0,0,23364.0,6
36066,27,0,3.0,0,20244.0,0
25950,18,2,10.0,0,57287.0,6
53718,36,0,23.0,2,80000.0,5
47242,23,0,7.0,0,10536.0,6
6914,24,0,5.0,0,19200.0,6
44024,23,1,4.0,0,12420.0,6
27335,36,2,8.0,0,150000.0,6
28814,36,1,2.0,0,60000.0,10
12969,36,0,20.0,0,170000.0,10
70227,36,0,8.0,0,130000.0,6
11591,4,0,15.0,0,29508.0,6
68287,25,2,14.0,0,27336.0,6
44086,33,2,4.0,0,29580.0,6
1388,10,3,8.0,0,41247.0,6
4265,36,0,11.0,0,155000.0,6
63962,16,0,6.0,0,56211.0,6
49968,14,0,4.0,0,11169.0,6
49925,11,1,7.0,0,58368.0,6
41865,14,0,6.0,0,15392.0,6
32630,28,0,11.0,0,27504.0,9
65181,20,2,4.0,0,86478.0,6
39156,11,2,8.0,0,57287.0,6
53238,36,2,7.0,0,100000.0,3
47169,14,0,7.0,0,16752.0,9
16358,36,0,3.0,0,72000.0,6
57155,30,2,10.0,0,48644.0,6
31720,32,1,7.0,1,78361.0,6
35168,10,2,4.0,0,41244.0,5
54252,23,2,5.0,0,22800.0,5
46109,35,1,24.0,2,134430.0,3
50700,16,0,3.0,0,48644.0,6
30186,14,0,6.0,0,15780.0,6
9541,3,0,5.0,0,49980.0,6
69952,4,0,3.0,0,21996.0,5
29996,36,0,3.0,0,90000.0,6
53280,26,0,18.0,0,140527.0,6
64032,21,1,12.0,0,38334.0,10
55128,23,2,16.0,0,32400.0,6
14136,23,2,10.0,0,34368.0,9
4461,35,0,6.0,0,62807.0,6
56186,36,2,0.5,0,110000.0,5
49341,15,0,3.0,2,24624.0,6
15644,36,1,14.0,0,165000.0,6
48556,28,0,4.0,0,37746.0,6
13203,16,0,2.0,0,63016.0,5
17880,9,0,10.0,0,54996.0,6
42496,11,1,11.0,0,82494.0,9
11028,36,2,2.0,0,111000.0,6
37475,23,0,9.0,0,54996.0,9
23374,11,1,16.0,2,96240.0,6
9049,1,0,3.0,0,55123.0,6
39151,35,0,5.0,0,53647.0,6
29112,11,2,6.0,0,51559.0,6
49813,22,3,9.0,0,71211.0,5
32348,7,0,21.0,0,121884.0,4
51741,36,2,5.0,0,82000.0,7
58206,14,0,4.0,0,8849.0,6
67525,36,0,5.0,0,130000.0,3
59366,23,0,2.0,0,6588.0,3
37104,35,0,21.0,0,58881.0,6
53327,0,0,4.0,0,11676.0,6
43142,32,2,4.0,0,100463.0,6
20295,1,0,10.0,0,108795.0,6
25096,30,1,0.5,1,164988.0,10
55850,11,0,10.0,0,64860.0,6
19732,25,2,2.0,0,47136.0,6
36567,1,0,3.0,0,47144.0,6
9248,36,0,8.0,0,80000.0,6
45131,36,0,2.0,0,75000.0,6
57131,23,1,9.0,0,26350.0,6
28971,36,0,14.0,0,126000.0,6
20510,18,0,8.0,0,36664.0,6
70843,23,0,2.0,0,24000.0,6
2957,6,2,6.0,0,91606.0,6
16223,30,1,4.0,0,39929.0,9
50134,11,1,3.0,0,74460.0,6
61196,1,1,10.0,0,120257.0,6
18417,29,1,2.0,0,14412.0,6
10580,10,3,4.0,0,48121.0,6
15922,11,1,16.0,0,75619.0,10
61971,28,2,2.0,0,15096.0,9
33739,14,1,3.0,0,7560.0,6
21023,28,2,13.0,0,36672.0,6
18283,25,3,7.0,0,32064.0,6
29608,35,2,4.0,0,73405.0,6
15318,14,1,6.0,0,13993.0,6
41114,36,1,7.0,0,50000.0,10
27580,36,0,2.0,0,70000.0,6
52883,36,0,6.0,0,98000.0,6
3778,14,0,5.0,0,10080.0,6
47576,14,0,4.0,0,9773.0,6
14142,36,0,3.0,0,92000.0,3
4618,29,3,5.0,0,36024.0,0
64889,36,0,0.5,0,63250.0,3
41663,36,2,12.0,0,140000.0,6
16853,1,0,12.0,0,108795.0,6
57503,10,2,8.0,0,75669.0,6
49667,25,2,12.0,2,66828.0,6
2417,36,0,2.0,0,52000.0,6
60818,14,0,10.0,0,27923.0,6
35323,23,0,6.0,0,33012.0,6
52863,36,0,7.0,0,73000.0,2
17168,17,0,14.0,0,96240.0,6
51546,29,0,5.0,0,25620.0,9
52906,6,0,8.0,0,75631.0,6
49912,18,2,3.0,0,28536.0,6
34544,26,0,0.5,0,31620.0,6
35688,6,0,2.0,0,47330.0,3
55762,18,0,7.0,2,64859.0,6
25781,10,2,15.0,0,63016.0,6
42295,23,0,8.0,0,26124.0,6
33903,36,2,10.0,2,120000.0,0
1194,36,0,3.0,0,136000.0,3
8565,14,2,8.0,0,100000.0,0
41433,36,3,3.0,0,49000.0,3
9065,23,1,4.0,0,1176.0,6
35451,36,0,4.0,0,100000.0,6
32817,31,2,6.0,0,47724.0,6
65151,8,2,2.0,0,86844.0,6
3393,35,1,14.0,0,45797.0,9
21579,35,1,5.0,0,51030.0,6
48429,24,0,3.0,0,6228.0,6
12140,23,0,0.5,0,7164.0,6
50289,16,1,3.0,0,32429.0,9
50135,35,1,4.0,0,63854.0,6
29363,10,2,24.0,0,57287.0,6
44508,25,1,9.0,2,69864.0,2
7164,10,2,3.0,0,57287.0,6
49388,7,2,10.0,2,64956.0,6
42904,36,2,29.0,0,138094.0,5
20332,30,1,1.0,0,40101.0,6
37048,1,0,10.0,0,66728.0,9
28119,2,2,7.0,1,38496.0,6
11744,35,0,18.0,0,94210.0,6
63290,36,1,1.0,0,70000.0,6
60659,9,1,6.0,0,43452.0,6
60643,20,0,15.0,0,51888.0,6
69674,11,1,8.0,0,72426.0,6
51884,6,0,15.0,0,56723.0,9
19393,36,2,3.0,0,130000.0,6
44259,36,0,8.0,0,112000.0,5
23431,36,0,8.0,0,80000.0,10
51041,20,2,7.0,0,90802.0,6
36960,11,2,5.0,0,44684.0,6
12580,30,2,15.0,0,43538.0,6
29027,36,0,9.0,0,100000.0,6
34056,10,2,3.0,0,41247.0,6
67697,36,0,8.0,0,107000.0,6
67989,36,3,36.0,0,118000.0,3
32239,25,2,3.0,0,14424.0,5
1261,1,1,11.0,0,58024.0,6
67030,3,0,6.0,0,31272.0,9
44051,31,0,25.0,0,54120.0,5
15334,25,2,16.0,0,38472.0,6
14613,18,1,25.0,2,45830.0,5
61930,27,0,9.0,0,18996.0,6
52125,36,1,3.0,0,70000.0,6
24247,14,0,1.0,0,9576.0,5
62534,36,0,2.0,0,124800.0,6
11239,6,0,2.0,1,41986.0,6
28663,1,2,19.0,0,66002.0,9
16284,18,2,3.0,0,22932.0,3
15152,6,0,6.0,0,36648.0,10
64001,1,2,4.0,0,69545.0,6
36686,36,0,2.0,0,143000.0,6
32864,36,0,3.0,0,60000.0,0
57284,2,2,20.0,0,75669.0,9
20716,14,0,4.0,0,6048.0,5
32504,36,1,11.0,0,93000.0,6
13400,13,1,20.0,0,28584.0,6
69481,1,0,17.0,0,85516.0,6
54000,14,2,1.0,0,5028.0,3
61411,36,0,6.0,0,90000.0,6
57037,23,0,3.0,0,3324.0,6
57671,36,1,3.0,0,65000.0,8
70406,36,0,38.0,0,111000.0,5
24979,35,0,12.0,0,68041.0,6
7752,17,0,3.0,0,62352.0,6
7105,19,0,4.0,0,15708.0,9
68053,14,0,8.0,0,19546.0,6
16379,23,0,3.0,0,23100.0,6
18956,7,2,25.0,0,42768.0,5
22599,25,2,3.0,1,9936.0,6
11733,18,0,5.0,0,21996.0,0
34532,36,0,2.0,0,93500.0,6
20610,4,0,3.0,0,14748.0,6
16774,23,0,0.5,0,13596.0,5
1666,23,0,0.5,0,5016.0,6
65385,11,0,15.0,0,59676.0,6
54661,29,0,6.0,0,41628.0,6
1169,36,1,1.0,0,58000.0,10
2778,36,2,18.0,0,250000.0,5
67259,36,0,1.0,0,50000.0,6
8257,36,0,6.0,0,68250.0,6
